path,spot_id,frame,label
crops\spot_00\frame_000510_rect.jpg,0,510,occupied
crops\spot_00\frame_000525_rect.jpg,0,525,occupied
crops\spot_00\frame_000540_rect.jpg,0,540,occupied
crops\spot_00\frame_000555_rect.jpg,0,555,occupied
crops\spot_00\frame_000570_rect.jpg,0,570,occupied
crops\spot_00\frame_000585_rect.jpg,0,585,occupied
crops\spot_00\frame_000600_rect.jpg,0,600,occupied
crops\spot_00\frame_000615_rect.jpg,0,615,occupied
crops\spot_00\frame_000630_rect.jpg,0,630,occupied
crops\spot_00\frame_000645_rect.jpg,0,645,occupied
crops\spot_00\frame_000660_rect.jpg,0,660,occupied
crops\spot_00\frame_000675_rect.jpg,0,675,occupied
crops\spot_00\frame_000690_rect.jpg,0,690,occupied
crops\spot_00\frame_000705_rect.jpg,0,705,occupied
crops\spot_00\frame_000720_rect.jpg,0,720,occupied
crops\spot_00\frame_000735_rect.jpg,0,735,occupied
crops\spot_00\frame_000750_rect.jpg,0,750,occupied
crops\spot_00\frame_000765_rect.jpg,0,765,occupied
crops\spot_00\frame_000780_rect.jpg,0,780,occupied
crops\spot_00\frame_000795_rect.jpg,0,795,occupied
crops\spot_00\frame_000810_rect.jpg,0,810,occupied
crops\spot_00\frame_000825_rect.jpg,0,825,occupied
crops\spot_00\frame_000840_rect.jpg,0,840,occupied
crops\spot_00\frame_000855_rect.jpg,0,855,occupied
crops\spot_00\frame_000870_rect.jpg,0,870,occupied
crops\spot_00\frame_000885_rect.jpg,0,885,occupied
crops\spot_00\frame_000900_rect.jpg,0,900,occupied
crops\spot_00\frame_000915_rect.jpg,0,915,occupied
crops\spot_00\frame_000930_rect.jpg,0,930,occupied
crops\spot_00\frame_000945_rect.jpg,0,945,occupied
crops\spot_00\frame_000960_rect.jpg,0,960,occupied
crops\spot_00\frame_000975_rect.jpg,0,975,occupied
crops\spot_00\frame_000990_rect.jpg,0,990,occupied
crops\spot_00\frame_001005_rect.jpg,0,1005,occupied
crops\spot_00\frame_001020_rect.jpg,0,1020,occupied
crops\spot_00\frame_001035_rect.jpg,0,1035,occupied
crops\spot_00\frame_001050_rect.jpg,0,1050,occupied
crops\spot_00\frame_001065_rect.jpg,0,1065,occupied
crops\spot_00\frame_001080_rect.jpg,0,1080,occupied
crops\spot_00\frame_001095_rect.jpg,0,1095,occupied
crops\spot_00\frame_001110_rect.jpg,0,1110,occupied
crops\spot_00\frame_001125_rect.jpg,0,1125,occupied
crops\spot_00\frame_001140_rect.jpg,0,1140,occupied
crops\spot_00\frame_001155_rect.jpg,0,1155,occupied
crops\spot_00\frame_001170_rect.jpg,0,1170,occupied
crops\spot_00\frame_001185_rect.jpg,0,1185,occupied
crops\spot_00\frame_001200_rect.jpg,0,1200,occupied
crops\spot_00\frame_001215_rect.jpg,0,1215,occupied
crops\spot_00\frame_001230_rect.jpg,0,1230,occupied
crops\spot_00\frame_001245_rect.jpg,0,1245,occupied
crops\spot_00\frame_001260_rect.jpg,0,1260,occupied
crops\spot_00\frame_001275_rect.jpg,0,1275,occupied
crops\spot_00\frame_001290_rect.jpg,0,1290,occupied
crops\spot_00\frame_001305_rect.jpg,0,1305,occupied
crops\spot_00\frame_001320_rect.jpg,0,1320,occupied
crops\spot_00\frame_001335_rect.jpg,0,1335,occupied
crops\spot_00\frame_001350_rect.jpg,0,1350,occupied
crops\spot_00\frame_001365_rect.jpg,0,1365,occupied
crops\spot_00\frame_001380_rect.jpg,0,1380,occupied
crops\spot_00\frame_001395_rect.jpg,0,1395,occupied
crops\spot_00\frame_001410_rect.jpg,0,1410,occupied
crops\spot_00\frame_001425_rect.jpg,0,1425,occupied
crops\spot_00\frame_001440_rect.jpg,0,1440,occupied
crops\spot_00\frame_001455_rect.jpg,0,1455,occupied
crops\spot_00\frame_001470_rect.jpg,0,1470,occupied
crops\spot_00\frame_001485_rect.jpg,0,1485,occupied
crops\spot_00\frame_001500_rect.jpg,0,1500,occupied
crops\spot_00\frame_001515_rect.jpg,0,1515,occupied
crops\spot_00\frame_001530_rect.jpg,0,1530,occupied
crops\spot_00\frame_001545_rect.jpg,0,1545,occupied
crops\spot_00\frame_001560_rect.jpg,0,1560,occupied
crops\spot_00\frame_001575_rect.jpg,0,1575,occupied
crops\spot_00\frame_001590_rect.jpg,0,1590,occupied
crops\spot_00\frame_001605_rect.jpg,0,1605,occupied
crops\spot_00\frame_001620_rect.jpg,0,1620,occupied
crops\spot_00\frame_001635_rect.jpg,0,1635,occupied
crops\spot_00\frame_001650_rect.jpg,0,1650,occupied
crops\spot_00\frame_001665_rect.jpg,0,1665,occupied
crops\spot_00\frame_001680_rect.jpg,0,1680,occupied
crops\spot_00\frame_001695_rect.jpg,0,1695,occupied
crops\spot_00\frame_001710_rect.jpg,0,1710,occupied
crops\spot_00\frame_001725_rect.jpg,0,1725,occupied
crops\spot_00\frame_001740_rect.jpg,0,1740,occupied
crops\spot_00\frame_001755_rect.jpg,0,1755,occupied
crops\spot_00\frame_001770_rect.jpg,0,1770,occupied
crops\spot_00\frame_001785_rect.jpg,0,1785,occupied
crops\spot_00\frame_001800_rect.jpg,0,1800,occupied
crops\spot_00\frame_001815_rect.jpg,0,1815,occupied
crops\spot_00\frame_001830_rect.jpg,0,1830,occupied
crops\spot_00\frame_001845_rect.jpg,0,1845,occupied
crops\spot_00\frame_001860_rect.jpg,0,1860,occupied
crops\spot_00\frame_001875_rect.jpg,0,1875,occupied
crops\spot_00\frame_001890_rect.jpg,0,1890,occupied
crops\spot_00\frame_001905_rect.jpg,0,1905,occupied
crops\spot_00\frame_001920_rect.jpg,0,1920,occupied
crops\spot_00\frame_001935_rect.jpg,0,1935,occupied
crops\spot_00\frame_001950_rect.jpg,0,1950,occupied
crops\spot_00\frame_001965_rect.jpg,0,1965,vacant
crops\spot_00\frame_001980_rect.jpg,0,1980,vacant
crops\spot_00\frame_001995_rect.jpg,0,1995,vacant
crops\spot_00\frame_002010_rect.jpg,0,2010,vacant
crops\spot_00\frame_002025_rect.jpg,0,2025,vacant
crops\spot_00\frame_002040_rect.jpg,0,2040,vacant
crops\spot_00\frame_002055_rect.jpg,0,2055,vacant
crops\spot_00\frame_002070_rect.jpg,0,2070,vacant
crops\spot_00\frame_002085_rect.jpg,0,2085,vacant
crops\spot_00\frame_002100_rect.jpg,0,2100,vacant
crops\spot_00\frame_002115_rect.jpg,0,2115,vacant
crops\spot_00\frame_002130_rect.jpg,0,2130,vacant
crops\spot_00\frame_002145_rect.jpg,0,2145,vacant
crops\spot_00\frame_002160_rect.jpg,0,2160,vacant
crops\spot_00\frame_002175_rect.jpg,0,2175,vacant
crops\spot_00\frame_002190_rect.jpg,0,2190,vacant
crops\spot_00\frame_002205_rect.jpg,0,2205,vacant
crops\spot_00\frame_002220_rect.jpg,0,2220,vacant
crops\spot_00\frame_002235_rect.jpg,0,2235,vacant
crops\spot_00\frame_002250_rect.jpg,0,2250,vacant
crops\spot_00\frame_002265_rect.jpg,0,2265,vacant
crops\spot_00\frame_002280_rect.jpg,0,2280,vacant
crops\spot_00\frame_002295_rect.jpg,0,2295,vacant
crops\spot_00\frame_002310_rect.jpg,0,2310,vacant
crops\spot_00\frame_002325_rect.jpg,0,2325,vacant
crops\spot_00\frame_002340_rect.jpg,0,2340,vacant
crops\spot_00\frame_002355_rect.jpg,0,2355,vacant
crops\spot_00\frame_002370_rect.jpg,0,2370,vacant
crops\spot_00\frame_002385_rect.jpg,0,2385,vacant
crops\spot_00\frame_002400_rect.jpg,0,2400,vacant
crops\spot_00\frame_002415_rect.jpg,0,2415,vacant
crops\spot_00\frame_002430_rect.jpg,0,2430,vacant
crops\spot_00\frame_002445_rect.jpg,0,2445,vacant
crops\spot_00\frame_002460_rect.jpg,0,2460,vacant
crops\spot_00\frame_002475_rect.jpg,0,2475,vacant
crops\spot_00\frame_002490_rect.jpg,0,2490,vacant
crops\spot_00\frame_002505_rect.jpg,0,2505,vacant
crops\spot_00\frame_002520_rect.jpg,0,2520,vacant
crops\spot_00\frame_002535_rect.jpg,0,2535,vacant
crops\spot_00\frame_002550_rect.jpg,0,2550,vacant
crops\spot_00\frame_002565_rect.jpg,0,2565,vacant
crops\spot_00\frame_002580_rect.jpg,0,2580,vacant
crops\spot_00\frame_002595_rect.jpg,0,2595,vacant
crops\spot_00\frame_002610_rect.jpg,0,2610,vacant
crops\spot_00\frame_002625_rect.jpg,0,2625,vacant
crops\spot_00\frame_002640_rect.jpg,0,2640,vacant
crops\spot_00\frame_002655_rect.jpg,0,2655,vacant
crops\spot_00\frame_002670_rect.jpg,0,2670,vacant
crops\spot_00\frame_002685_rect.jpg,0,2685,vacant
crops\spot_00\frame_002700_rect.jpg,0,2700,vacant
crops\spot_00\frame_002715_rect.jpg,0,2715,vacant
crops\spot_00\frame_002730_rect.jpg,0,2730,vacant
crops\spot_00\frame_002745_rect.jpg,0,2745,vacant
crops\spot_00\frame_002760_rect.jpg,0,2760,vacant
crops\spot_00\frame_002775_rect.jpg,0,2775,vacant
crops\spot_00\frame_002790_rect.jpg,0,2790,vacant
crops\spot_00\frame_002805_rect.jpg,0,2805,vacant
crops\spot_00\frame_002820_rect.jpg,0,2820,vacant
crops\spot_00\frame_002835_rect.jpg,0,2835,vacant
crops\spot_00\frame_002850_rect.jpg,0,2850,vacant
crops\spot_00\frame_002865_rect.jpg,0,2865,vacant
crops\spot_00\frame_002880_rect.jpg,0,2880,vacant
crops\spot_00\frame_002895_rect.jpg,0,2895,vacant
crops\spot_00\frame_002910_rect.jpg,0,2910,vacant
crops\spot_00\frame_002925_rect.jpg,0,2925,vacant
crops\spot_00\frame_002940_rect.jpg,0,2940,vacant
crops\spot_00\frame_002955_rect.jpg,0,2955,vacant
crops\spot_00\frame_002970_rect.jpg,0,2970,vacant
crops\spot_00\frame_002985_rect.jpg,0,2985,vacant
crops\spot_00\frame_003000_rect.jpg,0,3000,vacant
crops\spot_00\frame_003015_rect.jpg,0,3015,vacant
crops\spot_00\frame_003030_rect.jpg,0,3030,vacant
crops\spot_00\frame_003045_rect.jpg,0,3045,vacant
crops\spot_00\frame_003060_rect.jpg,0,3060,vacant
crops\spot_00\frame_003075_rect.jpg,0,3075,vacant
crops\spot_00\frame_003090_rect.jpg,0,3090,vacant
crops\spot_00\frame_003105_rect.jpg,0,3105,vacant
crops\spot_00\frame_003120_rect.jpg,0,3120,vacant
crops\spot_00\frame_003135_rect.jpg,0,3135,vacant
crops\spot_00\frame_003150_rect.jpg,0,3150,vacant
crops\spot_00\frame_003165_rect.jpg,0,3165,vacant
crops\spot_00\frame_003180_rect.jpg,0,3180,vacant
crops\spot_00\frame_003195_rect.jpg,0,3195,vacant
crops\spot_00\frame_003210_rect.jpg,0,3210,vacant
crops\spot_00\frame_003225_rect.jpg,0,3225,vacant
crops\spot_00\frame_003240_rect.jpg,0,3240,vacant
crops\spot_00\frame_003255_rect.jpg,0,3255,vacant
crops\spot_00\frame_003270_rect.jpg,0,3270,vacant
crops\spot_00\frame_003285_rect.jpg,0,3285,vacant
crops\spot_00\frame_003300_rect.jpg,0,3300,vacant
crops\spot_00\frame_003315_rect.jpg,0,3315,vacant
crops\spot_00\frame_003330_rect.jpg,0,3330,vacant
crops\spot_00\frame_003345_rect.jpg,0,3345,vacant
crops\spot_00\frame_003360_rect.jpg,0,3360,vacant
crops\spot_00\frame_003375_rect.jpg,0,3375,vacant
crops\spot_00\frame_003390_rect.jpg,0,3390,vacant
crops\spot_00\frame_003405_rect.jpg,0,3405,vacant
crops\spot_00\frame_003420_rect.jpg,0,3420,vacant
crops\spot_00\frame_003435_rect.jpg,0,3435,vacant
crops\spot_00\frame_003450_rect.jpg,0,3450,vacant
crops\spot_00\frame_003465_rect.jpg,0,3465,vacant
crops\spot_00\frame_003480_rect.jpg,0,3480,vacant
crops\spot_00\frame_003495_rect.jpg,0,3495,vacant
crops\spot_00\frame_003510_rect.jpg,0,3510,vacant
crops\spot_00\frame_003525_rect.jpg,0,3525,vacant
crops\spot_00\frame_003540_rect.jpg,0,3540,vacant
crops\spot_00\frame_003555_rect.jpg,0,3555,vacant
crops\spot_00\frame_003570_rect.jpg,0,3570,vacant
crops\spot_01\frame_000000_rect.jpg,1,0,occupied
crops\spot_01\frame_000015_rect.jpg,1,15,occupied
crops\spot_01\frame_000030_rect.jpg,1,30,occupied
crops\spot_01\frame_000045_rect.jpg,1,45,occupied
crops\spot_01\frame_000060_rect.jpg,1,60,occupied
crops\spot_01\frame_000075_rect.jpg,1,75,occupied
crops\spot_01\frame_000090_rect.jpg,1,90,occupied
crops\spot_01\frame_000105_rect.jpg,1,105,occupied
crops\spot_01\frame_000120_rect.jpg,1,120,occupied
crops\spot_01\frame_000135_rect.jpg,1,135,occupied
crops\spot_01\frame_000150_rect.jpg,1,150,occupied
crops\spot_01\frame_000165_rect.jpg,1,165,occupied
crops\spot_01\frame_000180_rect.jpg,1,180,occupied
crops\spot_01\frame_000195_rect.jpg,1,195,occupied
crops\spot_01\frame_000210_rect.jpg,1,210,occupied
crops\spot_01\frame_000225_rect.jpg,1,225,occupied
crops\spot_01\frame_000240_rect.jpg,1,240,occupied
crops\spot_01\frame_000255_rect.jpg,1,255,occupied
crops\spot_01\frame_000270_rect.jpg,1,270,occupied
crops\spot_01\frame_000285_rect.jpg,1,285,occupied
crops\spot_01\frame_000300_rect.jpg,1,300,occupied
crops\spot_01\frame_000315_rect.jpg,1,315,occupied
crops\spot_01\frame_000330_rect.jpg,1,330,occupied
crops\spot_01\frame_000345_rect.jpg,1,345,occupied
crops\spot_01\frame_000360_rect.jpg,1,360,occupied
crops\spot_01\frame_000375_rect.jpg,1,375,occupied
crops\spot_01\frame_000390_rect.jpg,1,390,occupied
crops\spot_01\frame_000405_rect.jpg,1,405,occupied
crops\spot_01\frame_000420_rect.jpg,1,420,occupied
crops\spot_01\frame_000435_rect.jpg,1,435,occupied
crops\spot_01\frame_000450_rect.jpg,1,450,occupied
crops\spot_01\frame_000465_rect.jpg,1,465,occupied
crops\spot_01\frame_000480_rect.jpg,1,480,occupied
crops\spot_01\frame_000495_rect.jpg,1,495,occupied
crops\spot_01\frame_000510_rect.jpg,1,510,occupied
crops\spot_01\frame_000525_rect.jpg,1,525,occupied
crops\spot_01\frame_000540_rect.jpg,1,540,occupied
crops\spot_01\frame_000555_rect.jpg,1,555,occupied
crops\spot_01\frame_000570_rect.jpg,1,570,occupied
crops\spot_01\frame_000585_rect.jpg,1,585,occupied
crops\spot_01\frame_000600_rect.jpg,1,600,occupied
crops\spot_01\frame_000615_rect.jpg,1,615,occupied
crops\spot_01\frame_000630_rect.jpg,1,630,occupied
crops\spot_01\frame_000645_rect.jpg,1,645,occupied
crops\spot_01\frame_000660_rect.jpg,1,660,occupied
crops\spot_01\frame_000675_rect.jpg,1,675,occupied
crops\spot_01\frame_000690_rect.jpg,1,690,occupied
crops\spot_01\frame_000705_rect.jpg,1,705,occupied
crops\spot_01\frame_000720_rect.jpg,1,720,occupied
crops\spot_01\frame_000735_rect.jpg,1,735,occupied
crops\spot_01\frame_000750_rect.jpg,1,750,occupied
crops\spot_01\frame_000765_rect.jpg,1,765,occupied
crops\spot_01\frame_000780_rect.jpg,1,780,occupied
crops\spot_01\frame_000795_rect.jpg,1,795,occupied
crops\spot_01\frame_000810_rect.jpg,1,810,occupied
crops\spot_01\frame_000825_rect.jpg,1,825,occupied
crops\spot_01\frame_000840_rect.jpg,1,840,occupied
crops\spot_01\frame_000855_rect.jpg,1,855,occupied
crops\spot_01\frame_000870_rect.jpg,1,870,occupied
crops\spot_01\frame_000885_rect.jpg,1,885,occupied
crops\spot_01\frame_000900_rect.jpg,1,900,occupied
crops\spot_01\frame_000915_rect.jpg,1,915,occupied
crops\spot_01\frame_000930_rect.jpg,1,930,occupied
crops\spot_01\frame_000945_rect.jpg,1,945,occupied
crops\spot_01\frame_000960_rect.jpg,1,960,occupied
crops\spot_01\frame_000975_rect.jpg,1,975,occupied
crops\spot_01\frame_000990_rect.jpg,1,990,occupied
crops\spot_01\frame_001005_rect.jpg,1,1005,occupied
crops\spot_01\frame_001020_rect.jpg,1,1020,occupied
crops\spot_01\frame_001035_rect.jpg,1,1035,occupied
crops\spot_01\frame_001050_rect.jpg,1,1050,occupied
crops\spot_01\frame_001065_rect.jpg,1,1065,occupied
crops\spot_01\frame_001080_rect.jpg,1,1080,occupied
crops\spot_01\frame_001095_rect.jpg,1,1095,occupied
crops\spot_01\frame_001110_rect.jpg,1,1110,occupied
crops\spot_01\frame_001125_rect.jpg,1,1125,occupied
crops\spot_01\frame_001140_rect.jpg,1,1140,occupied
crops\spot_01\frame_001155_rect.jpg,1,1155,occupied
crops\spot_01\frame_001170_rect.jpg,1,1170,occupied
crops\spot_01\frame_001185_rect.jpg,1,1185,occupied
crops\spot_01\frame_001200_rect.jpg,1,1200,occupied
crops\spot_01\frame_001215_rect.jpg,1,1215,occupied
crops\spot_01\frame_001230_rect.jpg,1,1230,occupied
crops\spot_01\frame_001245_rect.jpg,1,1245,occupied
crops\spot_01\frame_001260_rect.jpg,1,1260,occupied
crops\spot_01\frame_001275_rect.jpg,1,1275,occupied
crops\spot_01\frame_001290_rect.jpg,1,1290,occupied
crops\spot_01\frame_001305_rect.jpg,1,1305,occupied
crops\spot_01\frame_001320_rect.jpg,1,1320,occupied
crops\spot_01\frame_001335_rect.jpg,1,1335,occupied
crops\spot_01\frame_001350_rect.jpg,1,1350,occupied
crops\spot_01\frame_001365_rect.jpg,1,1365,occupied
crops\spot_01\frame_001380_rect.jpg,1,1380,occupied
crops\spot_01\frame_001395_rect.jpg,1,1395,occupied
crops\spot_01\frame_001410_rect.jpg,1,1410,occupied
crops\spot_01\frame_001425_rect.jpg,1,1425,occupied
crops\spot_01\frame_001440_rect.jpg,1,1440,occupied
crops\spot_01\frame_001455_rect.jpg,1,1455,occupied
crops\spot_01\frame_001470_rect.jpg,1,1470,occupied
crops\spot_01\frame_001485_rect.jpg,1,1485,occupied
crops\spot_01\frame_001500_rect.jpg,1,1500,occupied
crops\spot_01\frame_001515_rect.jpg,1,1515,occupied
crops\spot_01\frame_001530_rect.jpg,1,1530,occupied
crops\spot_01\frame_001545_rect.jpg,1,1545,occupied
crops\spot_01\frame_001560_rect.jpg,1,1560,occupied
crops\spot_01\frame_001575_rect.jpg,1,1575,occupied
crops\spot_01\frame_001590_rect.jpg,1,1590,occupied
crops\spot_01\frame_001605_rect.jpg,1,1605,occupied
crops\spot_01\frame_001620_rect.jpg,1,1620,occupied
crops\spot_01\frame_001635_rect.jpg,1,1635,occupied
crops\spot_01\frame_001650_rect.jpg,1,1650,occupied
crops\spot_01\frame_001665_rect.jpg,1,1665,occupied
crops\spot_01\frame_001680_rect.jpg,1,1680,occupied
crops\spot_01\frame_001695_rect.jpg,1,1695,occupied
crops\spot_01\frame_001710_rect.jpg,1,1710,occupied
crops\spot_01\frame_001725_rect.jpg,1,1725,occupied
crops\spot_01\frame_001740_rect.jpg,1,1740,occupied
crops\spot_01\frame_001755_rect.jpg,1,1755,occupied
crops\spot_01\frame_001770_rect.jpg,1,1770,occupied
crops\spot_01\frame_001785_rect.jpg,1,1785,occupied
crops\spot_01\frame_001800_rect.jpg,1,1800,occupied
crops\spot_01\frame_001815_rect.jpg,1,1815,occupied
crops\spot_01\frame_001830_rect.jpg,1,1830,occupied
crops\spot_01\frame_001845_rect.jpg,1,1845,occupied
crops\spot_01\frame_001860_rect.jpg,1,1860,occupied
crops\spot_01\frame_001875_rect.jpg,1,1875,occupied
crops\spot_01\frame_001890_rect.jpg,1,1890,occupied
crops\spot_01\frame_001905_rect.jpg,1,1905,occupied
crops\spot_01\frame_001920_rect.jpg,1,1920,occupied
crops\spot_01\frame_001935_rect.jpg,1,1935,occupied
crops\spot_01\frame_001950_rect.jpg,1,1950,occupied
crops\spot_01\frame_001965_rect.jpg,1,1965,occupied
crops\spot_01\frame_001980_rect.jpg,1,1980,occupied
crops\spot_01\frame_001995_rect.jpg,1,1995,occupied
crops\spot_01\frame_002010_rect.jpg,1,2010,occupied
crops\spot_01\frame_002025_rect.jpg,1,2025,occupied
crops\spot_01\frame_002040_rect.jpg,1,2040,occupied
crops\spot_01\frame_002055_rect.jpg,1,2055,occupied
crops\spot_01\frame_002070_rect.jpg,1,2070,occupied
crops\spot_01\frame_002085_rect.jpg,1,2085,occupied
crops\spot_01\frame_002100_rect.jpg,1,2100,occupied
crops\spot_01\frame_002115_rect.jpg,1,2115,occupied
crops\spot_01\frame_002130_rect.jpg,1,2130,occupied
crops\spot_01\frame_002145_rect.jpg,1,2145,occupied
crops\spot_01\frame_002160_rect.jpg,1,2160,occupied
crops\spot_01\frame_002175_rect.jpg,1,2175,vacant
crops\spot_01\frame_002190_rect.jpg,1,2190,vacant
crops\spot_01\frame_002205_rect.jpg,1,2205,vacant
crops\spot_01\frame_002220_rect.jpg,1,2220,vacant
crops\spot_01\frame_002235_rect.jpg,1,2235,vacant
crops\spot_01\frame_002250_rect.jpg,1,2250,vacant
crops\spot_01\frame_002265_rect.jpg,1,2265,vacant
crops\spot_01\frame_002280_rect.jpg,1,2280,vacant
crops\spot_01\frame_002295_rect.jpg,1,2295,vacant
crops\spot_01\frame_002310_rect.jpg,1,2310,vacant
crops\spot_01\frame_002325_rect.jpg,1,2325,vacant
crops\spot_01\frame_002340_rect.jpg,1,2340,vacant
crops\spot_01\frame_002355_rect.jpg,1,2355,vacant
crops\spot_01\frame_002370_rect.jpg,1,2370,vacant
crops\spot_01\frame_002385_rect.jpg,1,2385,vacant
crops\spot_01\frame_002400_rect.jpg,1,2400,vacant
crops\spot_01\frame_002415_rect.jpg,1,2415,vacant
crops\spot_01\frame_002430_rect.jpg,1,2430,vacant
crops\spot_01\frame_002445_rect.jpg,1,2445,vacant
crops\spot_01\frame_002460_rect.jpg,1,2460,vacant
crops\spot_01\frame_002475_rect.jpg,1,2475,vacant
crops\spot_01\frame_002490_rect.jpg,1,2490,vacant
crops\spot_01\frame_002505_rect.jpg,1,2505,vacant
crops\spot_01\frame_002520_rect.jpg,1,2520,vacant
crops\spot_01\frame_002535_rect.jpg,1,2535,vacant
crops\spot_01\frame_002550_rect.jpg,1,2550,vacant
crops\spot_01\frame_002565_rect.jpg,1,2565,vacant
crops\spot_01\frame_002580_rect.jpg,1,2580,vacant
crops\spot_01\frame_002595_rect.jpg,1,2595,vacant
crops\spot_01\frame_002610_rect.jpg,1,2610,vacant
crops\spot_01\frame_002625_rect.jpg,1,2625,vacant
crops\spot_01\frame_002640_rect.jpg,1,2640,vacant
crops\spot_01\frame_002655_rect.jpg,1,2655,vacant
crops\spot_01\frame_002670_rect.jpg,1,2670,vacant
crops\spot_01\frame_002685_rect.jpg,1,2685,vacant
crops\spot_01\frame_002700_rect.jpg,1,2700,vacant
crops\spot_01\frame_002715_rect.jpg,1,2715,vacant
crops\spot_01\frame_002730_rect.jpg,1,2730,vacant
crops\spot_01\frame_002745_rect.jpg,1,2745,vacant
crops\spot_01\frame_002760_rect.jpg,1,2760,vacant
crops\spot_01\frame_002775_rect.jpg,1,2775,vacant
crops\spot_01\frame_002790_rect.jpg,1,2790,vacant
crops\spot_01\frame_002805_rect.jpg,1,2805,vacant
crops\spot_01\frame_002820_rect.jpg,1,2820,vacant
crops\spot_01\frame_002835_rect.jpg,1,2835,vacant
crops\spot_01\frame_002850_rect.jpg,1,2850,vacant
crops\spot_01\frame_002865_rect.jpg,1,2865,vacant
crops\spot_01\frame_002880_rect.jpg,1,2880,vacant
crops\spot_01\frame_002895_rect.jpg,1,2895,vacant
crops\spot_01\frame_002910_rect.jpg,1,2910,vacant
crops\spot_01\frame_002925_rect.jpg,1,2925,vacant
crops\spot_01\frame_002940_rect.jpg,1,2940,vacant
crops\spot_01\frame_002955_rect.jpg,1,2955,vacant
crops\spot_01\frame_002970_rect.jpg,1,2970,vacant
crops\spot_01\frame_002985_rect.jpg,1,2985,vacant
crops\spot_01\frame_003000_rect.jpg,1,3000,vacant
crops\spot_01\frame_003015_rect.jpg,1,3015,vacant
crops\spot_01\frame_003030_rect.jpg,1,3030,vacant
crops\spot_01\frame_003045_rect.jpg,1,3045,vacant
crops\spot_01\frame_003060_rect.jpg,1,3060,vacant
crops\spot_01\frame_003075_rect.jpg,1,3075,vacant
crops\spot_01\frame_003090_rect.jpg,1,3090,vacant
crops\spot_01\frame_003105_rect.jpg,1,3105,vacant
crops\spot_01\frame_003120_rect.jpg,1,3120,vacant
crops\spot_01\frame_003135_rect.jpg,1,3135,vacant
crops\spot_01\frame_003150_rect.jpg,1,3150,vacant
crops\spot_01\frame_003165_rect.jpg,1,3165,vacant
crops\spot_01\frame_003180_rect.jpg,1,3180,vacant
crops\spot_01\frame_003195_rect.jpg,1,3195,vacant
crops\spot_01\frame_003210_rect.jpg,1,3210,vacant
crops\spot_01\frame_003225_rect.jpg,1,3225,vacant
crops\spot_01\frame_003240_rect.jpg,1,3240,vacant
crops\spot_01\frame_003255_rect.jpg,1,3255,vacant
crops\spot_01\frame_003270_rect.jpg,1,3270,vacant
crops\spot_01\frame_003285_rect.jpg,1,3285,vacant
crops\spot_01\frame_003300_rect.jpg,1,3300,vacant
crops\spot_01\frame_003315_rect.jpg,1,3315,vacant
crops\spot_01\frame_003330_rect.jpg,1,3330,vacant
crops\spot_01\frame_003345_rect.jpg,1,3345,vacant
crops\spot_01\frame_003360_rect.jpg,1,3360,vacant
crops\spot_01\frame_003375_rect.jpg,1,3375,vacant
crops\spot_01\frame_003390_rect.jpg,1,3390,vacant
crops\spot_01\frame_003405_rect.jpg,1,3405,vacant
crops\spot_01\frame_003420_rect.jpg,1,3420,vacant
crops\spot_01\frame_003435_rect.jpg,1,3435,vacant
crops\spot_01\frame_003450_rect.jpg,1,3450,vacant
